"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA003050520","1910-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","6",",C","0",",C","2",",C","","","2",",C","10",",C","29",",C","24",",C","0",",C","0",",C","-37.2",",C,02,","","","56",",,C,30,","5.6",",,C,30,","6.7",",C,23,","3547.3","C","853.4",",C","12.0",",,,C","117",",,,C","-9.20",",C","-4.58",",,,C","-13.81",",,,C"
"CA003050520","1910-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","9",",C","0",",C","6",",C","","","6",",C","17",",C","28",",C","28",",C","0",",C","0",",C","-34.4",",C,22,","","","165",",,C,28,","16.5",",,C,28,","0.0",",C,27,","4422.3","C","875.0",",C","48.6",",,,C","486",",,,C","-12.92",",C","-6.79",",,,C","-19.04",",,,C"
"CA003050520","1910-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","0",",C","4",",C","","","4",",C","0",",C","26",",C","2",",C","0",",C","0",",C","-14.4",",C,09,+","","","132",",,C,23,","13.2",",,C,23,","11.7",",C,22,+","4954.4","C","532.1",",C","41.4",",,,C","414",",,,C","1.17",",C","6.30",",,,C","-3.96",",,,C"
"CA003050520","1910-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","10",",C","0",",C","5",",C","","","4",",C","0",",C","19",",C","0",",C","4",",C","0",",C","-10.6",",C,03,","","","76",",,C,30,","7.6",",,C,30,","23.9",",C,25,","5342.2","C","387.8",",C","31.0",",,,C","218",",,,C","5.41",",C","11.76",",,,C","-0.94",",,,C"
"CA003050520","1910-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","10",",C","0",",C","1",",C","","","1",",C","0",",C","14",",C","0",",C","5",",C","0",",C","-7.8",",C,01,","","","64",",,C,19,","6.4",",,C,19,","24.4",",C,24,+","5652.4","C","310.2",",C","16.7",",,,C","74",",,,C","8.33",",C","15.79",",,,C","0.86",",,,C"
"CA003050520","1910-06","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","13",",C","0",",C","5",",C","","","0",",C","0",",C","5",",C","0",",C","10",",C","0",",C","-1.7",",C,02,","","","15",",,C,02,","20.1",",,C,20,","25.0",",C,10,","5879.1","C","226.7",",C","70.6",",,,C","18",",,,C","10.78",",C","18.24",",,,C","3.31",",,,C"
"CA003050520","1910-07","51.1833","-115.5667","1384.0","BANFF, AB CA","0.3","C","0.3",",C","11",",C","0",",C","1",",C","","","0",",C","0",",C","0",",C","0",",C","22",",C","0",",C","1.1",",C,27,+","","","0",",,C,31,+","3.8",",,C,08,","29.4",",C,20,+","113.6","C","113.6",",C","11.9",",,,C","0",",,,C","14.68",",C","23.52",",,,C","5.83",",,,C"
"CA003050520","1910-08","51.1833","-115.5667","1384.0","BANFF, AB CA","0.8","C","0.5",",C","15",",C","1",",C","8",",C","","","0",",C","0",",C","5",",C","0",",C","13",",C","0",",C","-3.3",",C,24,","","","23",",,C,23,","34.3",",,C,05,","24.4",",C,19,+","340.7","C","227.1",",C","74.8",",,,C","23",",,,C","11.02",",C","18.39",",,,C","3.65",",,,C"
"CA003050520","1910-09","51.1833","-115.5667","1384.0","BANFF, AB CA","0.8","C","0.0",",C","14",",C","0",",C","4",",C","","","1",",C","0",",C","12",",C","0",",C","8",",C","0",",C","-5.6",",C,25,","","","36",",,C,24,","4.6",",,C,05,","25.0",",C,20,","649.9","C","309.2",",C","27.2",",,,C","74",",,,C","8.03",",C","14.71",",,,C","1.34",",,,C"
"CA003050520","1910-10","51.1833","-115.5667","1384.0","BANFF, AB CA","0.8","C","0.0",",C","12",",C","0",",C","6",",C","","","1",",C","0",",C","11",",C","0",",C","0",",C","0",",C","-13.3",",C,27,","","","30",",,C,18,","9.9",",,C,17,","17.2",",C,15,","1062.5","C","412.6",",C","34.6",",,,C","30",",,,C","5.02",",C","9.22",",,,C","0.83",",,,C"
"CA003050520","1910-11","51.1833","-115.5667","1384.0","BANFF, AB CA","0.8","C","0.0",",C","15",",C","0",",C","5",",C","","","2",",C","1",",C","29",",C","12",",C","0",",C","0",",C","-22.2",",C,25,","","","46",",,C,06,","5.3",",,C,21,","7.2",",C,07,","1724.2","C","661.7",",C","25.8",",,,C","144",",,,C","-3.73",",C","-0.01",",,,C","-7.44",",,,C"
"CA003050520","1910-12","51.1833","-115.5667","1384.0","BANFF, AB CA","0.8","C","0.0",",C","10",",C","0",",C","3",",C","","","3",",C","1",",C","31",",C","21",",C","0",",C","0",",C","-26.1",",C,31,","","","89",",,C,27,","8.9",",,C,27,","5.6",",C,12,","2462.9","C","738.7",",C","23.7",",,,C","237",",,,C","-5.50",",C","-1.33",",,,C","-9.66",",,,C"
"CA003050520","1911-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","15",",C","1",",C","8",",C","","","8",",C","15",",C","31",",C","28",",C","0",",C","0",",C","-38.3",",C,13,+","","","259",",,C,19,","25.9",",,C,19,","2.2",",C,06,","3489.0","C","1026.1",",C","80.9",",,,C","809",",,,C","-14.77",",C","-9.68",",,,C","-19.85",",,,C"
"CA003050520","1911-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","10",",C","0",",C","3",",C","","","3",",C","12",",C","28",",C","22",",C","0",",C","0",",C","-34.4",",C,02,","","","46",",,C,24,+","4.6",",,C,24,+","2.2",",C,28,+","4279.8","C","790.8",",C","16.9",",,,C","169",",,,C","-9.91",",C","-3.30",",,,C","-16.51",",,,C"
"CA003050520","1911-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","6",",C","0",",C","2",",C","","","2",",C","0",",C","27",",C","2",",C","0",",C","0",",C","-16.1",",C,04,","","","38",",,C,11,+","3.8",",,C,11,+","11.1",",C,22,","4841.1","C","561.3",",C","11.4",",,,C","109",",,,C","0.23",",C","5.07",",,,C","-4.62",",,,C"
"CA003050520","1911-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","9",",C","0",",C","4",",C","","","3",",C","2",",C","26",",C","6",",C","0",",C","0",",C","-25.6",",C,04,","","","142",",,C,01,","14.2",",,C,01,","17.2",",C,21,","5375.3","C","534.2",",C","30.0",",,,C","247",",,,C","0.53",",C","6.98",",,,C","-5.92",",,,C"
"CA003050520","1911-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","12",",C","0",",C","3",",C","","","1",",C","0",",C","18",",C","0",",C","2",",C","0",",C","-4.4",",C,28,","","","41",",,C,23,","10.9",",,C,13,","23.3",",C,31,","5752.1","C","376.8",",C","29.3",",,,C","77",",,,C","6.18",",C","12.18",",,,C","0.17",",,,C"
"CA003050520","1911-06","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","13",",C","0",",C","6",",C","","","0",",C","0",",C","2",",C","0",",C","13",",C","0",",C","-1.7",",C,04,","","","0",",,C,30,+","24.4",",,C,24,","25.0",",C,12,","5948.9","C","196.8",",C","72.2",",,,C","0",",,,C","11.77",",C","19.00",",,,C","4.55",",,,C"
"CA003050520","1911-07","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","0",",C","6",",C","","","0",",C","0",",C","2",",C","0",",C","16",",C","0",",C","-0.6",",C,12,+","","","0",",,C,31,+","7.1",",,C,04,","30.0",",C,25,","158.9","C","158.9",",C","35.2",",,,C","0",",,,C","13.21",",C","21.15",",,,C","5.26",",,,C"
"CA003050520","1911-08","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","18",",C","0",",C","11",",C","","","0",",C","0",",C","1",",C","0",",C","7",",C","0",",C","-0.6",",C,23,","","","0",",,C,31,+","15.0",",,C,02,","24.4",",C,18,","391.0","C","232.1",",C","95.7",",,,C","0",",,,C","10.85",",C","17.75",",,,C","3.94",",,,C"
"CA003050520","1911-09","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","10",",C","0",",C","2",",C","","","0",",C","0",",C","12",",C","0",",C","5",",C","0",",C","-7.2",",C,24,","","","3",",,C,24,+","13.0",",,C,03,","22.2",",C,12,+","728.2","C","337.2",",C","21.9",",,,C","9",",,,C","7.09",",C","13.02",",,,C","1.17",",,,C"
"CA003050520","1911-10","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","3",",C","0",",C","0",",C","","","0",",C","0",",C","24",",C","1",",C","0",",C","0",",C","-13.9",",C,26,","","","13",",,C,02,","1.5",",,C,02,","18.3",",C,07,","1208.5","C","480.3",",C","3.3",",,,C","18",",,,C","2.84",",C","9.32",",,,C","-3.64",",,,C"
"CA003050520","1911-11","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","13",",C","0",",C","5",",C","","","5",",C","8",",C","30",",C","14",",C","0",",C","0",",C","-38.9",",C,10,","","","102",",,C,08,","10.2",",,C,08,","7.8",",C,02,","1999.7","C","791.2",",C","42.3",",,,C","410",",,,C","-8.04",",C","-3.12",",,,C","-12.97",",,,C"
"CA003050520","1911-12","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","4",",C","0",",C","1",",C","","","1",",C","10",",C","31",",C","22",",C","0",",C","0",",C","-33.9",",C,30,","","","234",",,C,23,","23.4",",,C,23,","4.4",",C,01,","2869.7","C","870.0",",C","27.2",",,,C","272",",,,C","-9.73",",C","-5.05",",,,C","-14.41",",,,C"
"CA003050520","1912-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","9",",C","0",",C","4",",C","","","4",",C","14",",C","30",",C","21",",C","0",",C","0",",C","-38.9",",C,11,","","","84",",,C,16,","8.4",",,C,16,","7.2",",C,15,+","3788.8","C","919.1",",C","25.4",",,,C","254",",,,C","-11.31",",C","-5.49",",,,C","-17.14",",,,C"
"CA003050520","1912-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","3",",C","0",",C","1",",C","","","1",",C","5",",C","29",",C","12",",C","0",",C","0",",C","-28.9",",C,29,","","","30",",,C,27,","3.0",",,C,27,","3.9",",C,10,","4475.9","C","687.1",",C","5.6",",,,C","56",",,,C","-5.36",",C","0.05",",,,C","-10.77",",,,C"
"CA003050520","1912-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","4",",C","0",",C","2",",C","","","2",",C","14",",C","30",",C","9",",C","0",",C","0",",C","-29.4",",C,02,","","","46",",,C,17,","4.6",",,C,17,","10.6",",C,31,+","5237.7","C","761.8",",C","8.4",",,,C","84",",,,C","-6.24",",C","2.36",",,,C","-14.84",",,,C"
"CA003050520","1912-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","8",",C","0",",C","2",",C","","","1",",C","0",",C","26",",C","0",",C","0",",C","0",",C","-8.3",",C,06,","","","58",",,C,04,","12.2",",,C,30,","15.0",",C,10,","5668.2","C","430.5",",C","21.4",",,,C","84",",,,C","3.98",",C","9.63",",,,C","-1.66",",,,C"
"CA003050520","1912-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","0",",C","2",",C","","","0",",C","0",",C","16",",C","0",",C","3",",C","0",",C","-4.4",",C,11,","","","5",",,C,01,","8.9",",,C,19,","25.0",",C,14,","5982.5","C","314.3",",C","20.2",",,,C","11",",,,C","8.20",",C","15.28",",,,C","1.11",",,,C"
"CA003050520","1912-06","51.1833","-115.5667","1384.0","BANFF, AB CA","5.3","C","5.3",",C","14",",C","1",",C","5",",C","","","0",",C","0",",C","4",",C","0",",C","17",",C","0",",C","-2.8",",C,06,","","","3",",,C,04,","42.7",",,C,15,","30.0",",C,24,","6140.9","C","158.4",",C","75.8",",,,C","3",",,,C","13.23",",C","21.59",",,,C","4.86",",,,C"
"CA003050520","1912-07","51.1833","-115.5667","1384.0","BANFF, AB CA","5.3","C","0.0",",C","19",",C","0",",C","13",",C","","","0",",C","0",",C","0",",C","0",",C","8",",C","0",",C","1.1",",C,14,","","","0",",,C,31,+","22.6",",,C,13,","28.3",",C,30,","203.2","C","203.2",",C","127.9",",,,C","0",",,,C","11.78",",C","18.28",",,,C","5.27",",,,C"
"CA003050520","1912-08","51.1833","-115.5667","1384.0","BANFF, AB CA","5.3","C","0.0",",C","17",",C","1",",C","10",",C","","","0",",C","0",",C","1",",C","0",",C","10",",C","0",",C","0.0",",C,13,","","","0",",T,C,29,","28.2",",,C,18,","26.1",",C,22,","410.7","C","207.5",",C","100.4",",,,C","0",",T,,C","11.64",",C","18.03",",,,C","5.25",",,,C"
"CA003050520","1912-09","51.1833","-115.5667","1384.0","BANFF, AB CA","5.3","C","0.0",",C","11",",C","0",",C","4",",C","","","0",",C","0",",C","17",",C","0",",C","1",",C","0",",C","-5.0",",C,28,","","","5",",,C,25,","4.3",",,C,05,","22.8",",C,11,","761.8","C","351.1",",C","18.1",",,,C","8",",,,C","6.63",",C","13.27",",,,C","-0.01",",,,C"
"CA003050520","1912-10","51.1833","-115.5667","1384.0","BANFF, AB CA","5.3","C","0.0",",C","11",",C","0",",C","9",",C","","","4",",C","0",",C","24",",C","1",",C","0",",C","0",",C","-15.0",",C,30,","","","46",",,C,28,+","7.4",",,C,04,","14.4",",C,14,","1273.6","C","511.8",",C","46.2",",,,C","157",",,,C","1.82",",C","6.48",",,,C","-2.83",",,,C"
"CA003050520","1912-11","51.1833","-115.5667","1384.0","BANFF, AB CA","5.3","C","0.0",",C","11",",C","0",",C","5",",C","","","4",",C","1",",C","27",",C","10",",C","0",",C","0",",C","-20.0",",C,26,","","","137",",,C,09,","13.7",",,C,09,","8.9",",C,13,","1886.6","C","613.0",",C","36.7",",,,C","318",",,,C","-2.10",",C","1.61",",,,C","-5.81",",,,C"
"CA003050520","1912-12","51.1833","-115.5667","1384.0","BANFF, AB CA","5.3","C","0.0",",C","8",",C","0",",C","1",",C","","","1",",C","5",",C","31",",C","27",",C","0",",C","0",",C","-20.0",",C,10,","","","38",",,C,27,","3.8",",,C,27,","3.3",",C,06,","2644.0","C","757.4",",C","10.0",",,,C","100",",,,C","-6.10",",C","-2.45",",,,C","-9.75",",,,C"
"CA003050520","1913-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","0",",C","5",",C","","","5",",C","16",",C","31",",C","25",",C","0",",C","0",",C","-36.1",",C,19,+","","","112",",,C,03,","11.2",",,C,03,","5.0",",C,28,","3642.3","C","998.3",",C","31.3",",,,C","313",",,,C","-13.87",",C","-9.01",",,,C","-18.73",",,,C"
"CA003050520","1913-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","5",",C","0",",C","2",",C","","","1",",C","15",",C","26",",C","22",",C","0",",C","0",",C","-36.7",",C,04,","","","43",",,C,17,","4.8",",,C,16,","5.0",",C,15,+","4474.8","C","832.5",",C","11.4",",,,C","78",",,,C","-11.40",",C","-5.30",",,,C","-17.50",",,,C"
"CA003050520","1913-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","0",",C","4",",C","","","4",",C","12",",C","31",",C","13",",C","0",",C","0",",C","-35.6",",C,20,","","","94",",,C,17,","9.4",",,C,17,","8.3",",C,07,","5279.5","C","804.7",",C","36.9",",,,C","366",",,,C","-7.62",",C","-1.40",",,,C","-13.85",",,,C"
"CA003050520","1913-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","8",",C","0",",C","4",",C","","","2",",C","2",",C","27",",C","1",",C","0",",C","0",",C","-19.4",",C,02,","","","198",",,C,27,","19.8",",,C,27,","18.9",",C,13,","5757.8","C","478.3",",C","40.8",",,,C","379",",,,C","2.39",",C","9.46",",,,C","-4.68",",,,C"
"CA003050520","1913-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","13",",C","0",",C","6",",C","","","3",",C","0",",C","15",",C","0",",C","1",",C","0",",C","-8.3",",C,05,","","","66",",,C,08,","7.4",",,C,08,","21.1",",C,30,","6127.6","C","369.8",",C","34.6",",,,C","209",",,,C","6.40",",C","12.47",",,,C","0.34",",,,C"
"CA003050520","1913-06","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","17",",C","1",",C","5",",C","","","0",",C","0",",C","1",",C","0",",C","13",",C","0",",C","-0.6",",C,17,","","","0",",,C,30,+","29.7",",,C,24,","25.0",",C,11,+","6307.2","C","179.6",",C","58.3",",,,C","0",",,,C","12.35",",C","19.86",",,,C","4.83",",,,C"
"CA003050520","1913-07","51.1833","-115.5667","1384.0","BANFF, AB CA","0.3","C","0.3",",C","11",",C","0",",C","2",",C","","","0",",C","0",",C","0",",C","0",",C","17",",C","0",",C","1.1",",C,17,","","","0",",,C,31,+","7.9",",,C,29,","30.6",",C,20,","148.3","C","148.3",",C","23.2",",,,C","0",",,,C","13.56",",C","21.38",",,,C","5.74",",,,C"
"CA003050520","1913-08","51.1833","-115.5667","1384.0","BANFF, AB CA","0.9","C","0.6",",C","9",",C","0",",C","8",",C","","","0",",C","0",",C","1",",C","0",",C","18",",C","0",",C","-1.1",",C,16,","","","0",",,C,31,+","19.1",",,C,17,","28.3",",C,01,","289.6","C","141.3",",C","72.4",",,,C","0",",,,C","13.79",",C","21.24",",,,C","6.35",",,,C"
"CA003050520","1913-09","51.1833","-115.5667","1384.0","BANFF, AB CA","0.9","C","0.0",",C","11",",C","0",",C","6",",C","","","0",",C","0",",C","11",",C","0",",C","2",",C","0",",C","-2.8",",C,07,","","","0",",,C,30,+","22.1",",,C,04,","22.8",",C,08,","569.9","C","280.3",",C","57.1",",,,C","0",",,,C","8.99",",C","16.21",",,,C","1.76",",,,C"
"CA003050520","1913-10","51.1833","-115.5667","1384.0","BANFF, AB CA","0.9","C","0.0",",C","14",",C","0",",C","6",",C","","","4",",C","0",",C","22",",C","0",",C","0",",C","0",",C","-15.0",",C,31,","","","41",",,C,27,","6.1",",,C,24,","17.8",",C,01,","1097.7","C","527.8",",C","31.7",",,,C","194",",,,C","1.31",",C","6.02",",,,C","-3.40",",,,C"
"CA003050520","1913-11","51.1833","-115.5667","1384.0","BANFF, AB CA","0.9","C","0.0",",C","13",",C","0",",C","6",",C","","","5",",C","1",",C","30",",C","9",",C","0",",C","0",",C","-21.1",",C,21,","","","132",",,C,16,","17.0",",,C,16,","6.7",",C,03,","1709.5","C","611.8",",C","61.5",",,,C","523",",,,C","-2.06",",C","1.80",",,,C","-5.92",",,,C"
"CA003050520","1913-12","51.1833","-115.5667","1384.0","BANFF, AB CA","0.9","C","0.0",",C","2",",C","0",",C","0",",C","","","0",",C","7",",C","31",",C","24",",C","0",",C","0",",C","-22.2",",C,24,","","","10",",,C,31,","1.0",",,C,31,","2.8",",C,12,","2517.1","C","807.6",",C","1.5",",,,C","15",",,,C","-7.72",",C","-3.39",",,,C","-12.04",",,,C"
"CA003050520","1914-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","17",",C","0",",C","10",",C","","","7",",C","8",",C","31",",C","27",",C","0",",C","0",",C","-31.7",",C,28,","","","114",",,C,26,","11.4",",,C,26,","4.4",",C,05,","3360.7","C","843.6",",C","64.8",",,,C","488",",,,C","-8.88",",C","-4.77",",,,C","-12.99",",,,C"
"CA003050520","1914-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","6",",C","0",",C","0",",C","","","0",",C","7",",C","28",",C","14",",C","0",",C","0",",C","-41.1",",C,05,","","","18",",,C,27,","1.8",",,C,27,","4.4",",C,15,+","4095.4","C","734.7",",C","6.9",",,,C","69",",,,C","-7.91",",C","-1.82",",,,C","-13.99",",,,C"
"CA003050520","1914-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","0",",C","3",",C","","","3",",C","3",",C","29",",C","4",",C","0",",C","0",",C","-29.4",",C,26,","","","76",",,C,18,","7.6",",,C,18,","10.6",",C,12,","4731.3","C","635.9",",C","23.7",",,,C","214",",,,C","-2.18",",C","3.46",",,,C","-7.82",",,,C"
"CA003050520","1914-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","8",",C","1",",C","2",",C","","","1",",C","0",",C","22",",C","0",",C","0",",C","0",",C","-13.3",",C,01,","","","330",",,C,20,","33.0",",,C,20,","18.3",",C,30,","5174.8","C","443.5",",C","48.5",",,,C","356",",,,C","3.55",",C","9.33",",,,C","-2.24",",,,C"
"CA003050520","1914-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","0",",C","3",",C","","","0",",C","0",",C","16",",C","0",",C","2",",C","0",",C","-5.0",",C,07,","","","8",",,C,04,","16.3",",,C,09,","25.0",",C,31,","5509.6","C","334.8",",C","37.1",",,,C","14",",,,C","7.53",",C","14.58",",,,C","0.48",",,,C"
"CA003050520","1914-06","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","12",",C","0",",C","4",",C","","","0",",C","0",",C","0",",C","0",",C","10",",C","0",",C","0.6",",C,01,","","","0",",,C,30,+","17.0",",,C,25,","26.1",",C,16,+","5719.5","C","209.9",",C","46.1",",,,C","0",",,,C","11.34",",C","18.08",",,,C","4.59",",,,C"
"CA003050520","1914-07","51.1833","-115.5667","1384.0","BANFF, AB CA","5.8","C","5.8",",C","9",",C","0",",C","4",",C","","","0",",C","0",",C","0",",C","0",",C","26",",C","1",",C","1.1",",C,16,","","","0",",,C,31,+","9.1",",,C,06,","32.2",",C,31,","77.8","C","77.8",",C","28.3",",,,C","0",",,,C","16.01",",C","24.93",",,,C","7.09",",,,C"
"CA003050520","1914-08","51.1833","-115.5667","1384.0","BANFF, AB CA","6.9","C","1.1",",C","9",",C","0",",C","2",",C","","","0",",C","0",",C","2",",C","0",",C","21",",C","0",",C","-2.2",",C,31,","","","0",",,C,31,+","4.8",",,C,09,","31.7",",C,01,","216.7","C","138.9",",C","15.0",",,,C","0",",,,C","13.89",",C","22.97",",,,C","4.80",",,,C"
"CA003050520","1914-09","51.1833","-115.5667","1384.0","BANFF, AB CA","6.9","C","0.0",",C","14",",C","1",",C","8",",C","","","2",",C","0",",C","11",",C","0",",C","4",",C","0",",C","-2.2",",C,01,","","","168",",,C,11,","25.4",",,C,11,","24.4",",C,03,","511.9","C","295.2",",C","65.0",",,,C","235",",,,C","8.49",",C","14.84",",,,C","2.15",",,,C"
"CA003050520","1914-10","51.1833","-115.5667","1384.0","BANFF, AB CA","6.9","C","0.0",",C","13",",C","0",",C","6",",C","","","1",",C","0",",C","16",",C","0",",C","0",",C","0",",C","-5.6",",C,22,","","","28",",,C,03,","16.0",",,C,08,","19.4",",C,15,","918.2","C","406.3",",C","43.2",",,,C","49",",,,C","5.23",",C","10.35",",,,C","0.11",",,,C"
"CA003050520","1914-11","51.1833","-115.5667","1384.0","BANFF, AB CA","6.9","C","0.0",",C","13",",C","0",",C","7",",C","","","6",",C","2",",C","26",",C","10",",C","0",",C","0",",C","-26.1",",C,16,","","","229",",,C,05,","22.9",",,C,05,","11.1",",C,25,","1522.8","C","604.6",",C","66.3",",,,C","630",",,,C","-1.82",",C","1.82",",,,C","-5.46",",,,C"
"CA003050520","1914-12","51.1833","-115.5667","1384.0","BANFF, AB CA","6.9","C","0.0",",C","9",",C","0",",C","0",",C","","","0",",C","14",",C","31",",C","31",",C","0",",C","0",",C","-27.8",",C,15,+","","","20",",,C,26,","2.0",",,C,26,","-0.6",",C,31,+","2475.5","C","952.7",",C","7.7",",,,C","77",",,,C","-12.40",",C","-7.72",",,,C","-17.07",",,,C"
"CA003050520","1915-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","7",",C","0",",C","2",",C","","","2",",C","11",",C","31",",C","23",",C","0",",C","0",",C","-28.9",",C,27,","","","127",",,C,20,","12.7",",,C,20,","2.8",",C,03,","3319.6","C","844.1",",C","27.3",",,,C","273",",,,C","-8.90",",C","-3.64",",,,C","-14.15",",,,C"
"CA003050520","1915-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","6",",C","0",",C","3",",C","","","3",",C","2",",C","27",",C","9",",C","0",",C","0",",C","-22.8",",C,14,","","","84",",,C,13,","8.4",",,C,13,","6.1",",C,17,","3966.6","C","647.0",",C","19.7",",,,C","197",",,,C","-4.78",",C","1.66",",,,C","-11.21",",,,C"
"CA003050520","1915-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","4",",C","0",",C","1",",C","","","1",",C","1",",C","29",",C","2",",C","0",",C","0",",C","-17.8",",C,26,","","","38",",,C,24,","3.8",",,C,24,","16.1",",C,22,+","4531.0","C","564.4",",C","7.7",",,,C","74",",,,C","0.13",",C","7.06",",,,C","-6.81",",,,C"
"CA003050520","1915-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","7",",C","0",",C","2",",C","","","0",",C","0",",C","21",",C","0",",C","0",",C","0",",C","-7.2",",C,22,","","","13",",,C,21,","18.8",",,C,30,","20.6",",C,16,","4876.0","C","345.0",",C","25.5",",,,C","21",",,,C","6.83",",C","14.47",",,,C","-0.81",",,,C"
"CA003050520","1915-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","19",",C","0",",C","8",",C","","","0",",C","0",",C","7",",C","0",",C","1",",C","0",",C","-2.2",",C,03,","","","18",",,C,15,","10.9",",,C,01,","21.1",",C,08,","5196.6","C","320.6",",C","59.6",",,,C","28",",,,C","7.99",",C","13.71",",,,C","2.27",",,,C"
"CA003050520","1915-06","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","20",",C","2",",C","13",",C","","","0",",C","0",",C","2",",C","0",",C","5",",C","0",",C","-0.6",",C,12,","","","10",",,C,14,","50.0",",,C,26,","24.4",",C,24,","5443.3","C","246.7",",C","153.7",",,,C","10",",,,C","10.11",",C","16.81",",,,C","3.41",",,,C"
"CA003050520","1915-07","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","26",",C","1",",C","11",",C","","","0",",C","0",",C","0",",C","0",",C","9",",C","0",",C","1.7",",C,02,","","","0",",,C,31,+","30.2",",,C,14,","26.1",",C,22,","179.9","C","179.9",",C","100.8",",,,C","0",",,,C","12.53",",C","18.89",",,,C","6.16",",,,C"
"CA003050520","1915-08","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","14",",C","0",",C","5",",C","","","0",",C","0",",C","0",",C","0",",C","27",",C","0",",C","3.9",",C,30,+","","","0",",,C,31,+","9.1",",,C,20,","28.9",",C,29,+","263.5","C","83.6",",C","37.4",",,,C","0",",,,C","15.64",",C","24.75",",,,C","6.52",",,,C"
